Restaurant,Product,Calories,Carbs,Fat,Cholesterol,Protein
Burger King,Fiery Rings 4Pcs,275.3,36,11.5,80.5,7
Burger King,Veg strips 3 Pcs,136.6,16.7,6.5,17.55,2.7
Burger King,Veg strips 6 Pcs,273.2,33.5,5.4,33.480000000000004,6.2
Burger King,Potato Tots 8 Pcs,155.9,21,7.1,18.46,2.6
Burger King,Fries Regular,263.9,37.7,10.6,46.64,4.4
Burger King,Medium Fries,406.6,58.1,6.8,51,7.5
Burger King,King fries,535,76.5,8.9,88.11000000000001,9.9
Burger King,Cheesy fries,460.9,56.2,22.6,183.06,8.1
Burger King,Cheesy Italian fries,530.9,63,26.1,281.88000000000005,10.8
Burger King,Chicken keema Fries,541.4,55.9,28.5,436.05,15.3
Starbucks,"Sausage, Egg & Cheddar Classic Breakfast Sandwich",500,41,28,165,15
Starbucks,"Reduced-Fat Turkey-Style Bacon, Cheddar & Egg WhiteBreakfast Sandwich",230,28,6,25,13
Starbucks,"Bacon, Gouda & Egg on Artisan Roll",350,30,18,165,17
Starbucks,"Spinach, Feta & Egg White Breakfast Wrap",290,33,10,20,19
Starbucks,"Roasted Ham, Swiss & Egg on Croissant Bun",450,42,23,220,19
Starbucks,Egg & Cheddar on English Muffin,280,27,13,160,12
Starbucks,Double Smoked Bacon,490,40,27,215,17
Starbucks,Whole Grain Oatmeal,160,28,2.5,0,5
Starbucks,Maple Brown Sugar,50,13,0,0,0
Starbucks,Dried Fruit,100,24,0.4,0,1
Starbucks,Nut Medley,100,2,10,0,2
Starbucks,Cherry Oat Bar,240,36,8,25,3
Starbucks,Double Chocolate Chunk Brownie,380,41,23,70,4
Starbucks,Gluten Free Marshmallow Dream Bar,240,45,5,15,2
Starbucks,Oat Fudge Bar,360,45,20,20,5
Starbucks,Blueberry Bar,250,35,13,20,4
Starbucks,Oat Bar,360,43,19,40,6
Starbucks,Chocolate Chunk Cookie,380,54,19,55,5
Starbucks,Gluten Free Flourless Chocolate Cookie,170,30,5,0,2
Starbucks,Fruit & Oat Cookie,370,52,15,60,6
Starbucks,Multigrain Bagel,290,58,3,0,14
Starbucks,Everything with Cheese Bagel,270,54,2,0,10
Starbucks,Asiago & Cheddar Pretzel,360,46,12,35,16
Starbucks,Butter Croissant,270,28,14,55,6
Starbucks,Chocolate Croissant,330,35,17,50,6
Starbucks,Ham & Cheese Savoury Foldover,250,24,11,50,13
Starbucks,Pepperoni and Tomato Savoury Foldover,270,27,14,50,10
Starbucks,Spinach Savoury Foldover,250,23,15,50,4
Starbucks,Morning Bun,350,54,15,40,7
Starbucks,Cheese Danish,300,35,15,50,6
Starbucks,Baa Loaf,380,52,17,70,5
Starbucks,Lemon Loaf,430,57,20,90,6
Starbucks,Reduced Fat Cinnamon Swirl Coffee Cake,370,67,9,20,5
Starbucks,Birthday Cake Pop,180,24,9,10,1
Starbucks,Blueberry Yogurt and Honey Muffin,380,53,16,60,6
Starbucks,Blueberry Scone,360,50,15,50,5
Starbucks,Cranberry Orange Scone,420,64,15,55,6
Starbucks,Pumpkin Cream Cheese Muffin,350,53,14,55,5
Starbucks,Pumpkin Bread,410,63,15,55,6
Starbucks,Pumpkin Scone,450,64,21,60,4
Starbucks,Apple Poundcake,360,44,18,100,5
Starbucks,Pumpkin Sugar Cookie,330,37,19,30,4
Starbucks,Pecan Tart,330,39,18,75,4
Starbucks,Greek Yogurt & Honey Parfait,310,36,12,30,13
Starbucks,Strawberry Blueberry Yogurt Parfait,310,51,5,10,10
Starbucks,Seasonal Fruit Cup,80,20,0,0,1
Mcdonalds,McVeggie™ Burger,402.05,56.54,13.83,2.49,10.24
Mcdonalds,McAloo Tikki Burger®,339.52,50.27,11.31,1.47,8.5
Mcdonalds,McSpicy™ Paneer Burger,652.76,52.33,39.45,21.85,20.29
Mcdonalds,Spicy Paneer Wrap,674.68,59.27,39.1,40.93,20.96
Mcdonalds,American Veg Burger,512.17,56.96,23.45,25.24,15.3
Mcdonalds,Veg Maharaja Mac,832.67,93.84,37.94,36.19,24.17
Mcdonalds,Green Chilli Aloo Naan,356.09,46.36,15.08,9.45,7.91
Mcdonalds,Pizza Puff,228.21,24.79,11.44,5.17,5.45
Mcdonalds,Mc chicken Burger,400.8,47.98,15.7,31.17,15.66
Mcdonalds,FILLET-O-FISH Burger,348.11,38.85,14.16,32.83,15.44
Mcdonalds,Mc Spicy Chicken Burger,451.92,46.08,19.36,66.04,21.46
Mcdonalds,Spicy Chicken Wrap,567.19,57.06,26.89,87.63,23.74
Mcdonalds,Chicken Maharaja Mac,689.12,55.39,36.69,81.49,34
Mcdonalds,American Chicken Burger,446.95,38.54,22.94,47.63,20.29
Mcdonalds,Chicken Kebab Burger,357.05,47.9,14.02,1.51,8.64
Mcdonalds,Green Chilli Kebab naan,230.95,31.06,9.32,8.74,5.67
Mcdonalds,Mc Egg Masala Burger,290.42,32.89,12.27,213.09,12.45
Mcdonalds,Mc Egg Burger for Happy Meal,282.98,31.32,12.21,213.09,12.29
Mcdonalds,Ghee Rice with Mc Spicy Fried Chicken 1 pc,720.3,77.47,29.2,31.32,26.91
Mcdonalds,McSpicy Fried Chicken 1 pc,248.76,12.7,14.29,31.11,17.33
Mcdonalds,4 piece Chicken McNuggets,169.68,10.5,9.54,24.66,10.03
Mcdonalds,6 piece Chicken McNuggets,254.52,15.74,14.3,36.99,15.04
Mcdonalds,9 piece Chicken McNuggets,381.77,23.62,21.46,55.48,22.56
Mcdonalds,2 piece Chicken Strips,164.44,2.68,12.38,30.1,10.17
Mcdonalds,3 piece Chicken Strips,246.65,4.02,18.57,45.15,15.26
Mcdonalds,5 piece Chicken Strips,411.09,0.73,28.54,6.7,25.43
Mcdonalds,Regular Fries,224.59,27.08,10.39,0.77,3.38
Mcdonalds,Medium Fries,317.92,38.34,14.7,1.09,4.79
Mcdonalds,Large Fries,449.17,54.16,20.77,1.54,6.76
Mcdonalds,Regular Wedges,204.65,28.74,7.15,0.97,3.97
Mcdonalds,Medium Wedges,280.05,39.33,9.79,1.33,5.44
Mcdonalds,Large Wedges,387.76,54.46,13.55,1.84,7.53
Mcdonalds,L1 Coffee,6.8,1.7,0,0,0
Mcdonalds,L1 Coffee with milk,35.8,1.6,2,6,1
Mcdonalds,Double Chocochips Muffin,341.68,40.13,17.28,15.96,5.13
Mcdonalds,Vanilla Chocochips Muffin,329.29,40.13,15.46,78.52,4.48
Mcdonalds,Veg McMuffin,309.35,38.86,11.78,25.31,10.22
Mcdonalds,Double Cheese McMuffin,273.78,29,12.82,37.75,9.58
Mcdonalds,Spicy Egg McMuffin,278.27,31.37,11.81,212.61,11.49
Mcdonalds,Sausage Mc Muffin,281.44,28.62,10.81,53.02,16.25
Mcdonalds,Sausage Mc Muffin with egg,290.42,28.87,15.94,264.8,22.46
Mcdonalds,Egg McMuffin,283.46,28.12,12.31,233.3,14.05
Mcdonalds,Hot Cake with maple syrup,432.98,68.01,14.02,28.14,8.6
Mcdonalds,Hash Brown,140.29,15.63,7.32,0.64,1.93
Mcdonalds,Espresso,12.87,2.55,0.03,0.27,0.52
Mcdonalds,Espresso Machiato,44.98,4.97,2.02,6.27,2.09
Mcdonalds,Americano (S),12.87,2.55,0.03,0.27,0.52
Mcdonalds,Americano (R),23.07,4.57,0.05,0.48,0.94
Mcdonalds,Americano (L),26.71,5.3,0.06,0.55,1.09
Mcdonalds,Cappuccino (S),125.25,11.02,7.01,21.27,6.02
Mcdonalds,Cappuccino (R),183.61,16.67,10.02,30.48,8.79
Mcdonalds,Cappuccino (L),219.36,19.81,12.03,36.55,10.51
Mcdonalds,Latte (S),147.72,12.71,8.41,25.47,7.12
Mcdonalds,Latte (R),190.03,17.15,10.42,31.68,9.1
Mcdonalds,Latte (L),232.2,20.77,12.82,38.95,11.14
Mcdonalds,Flat White (S),166.99,14.16,9.6,29.07,8.06
Mcdonalds,Flat White (R),215.72,19.08,12.02,36.48,10.36
Mcdonalds,Flat White (L),251.47,22.22,14.02,42.55,12.08
Mcdonalds,Mocha (S),185.85,22.59,8.2,24.43,7.15
Mcdonalds,Mocha (R),244,31.72,9.91,29.52,8.99
Mcdonalds,Mocha (L),302.02,40.04,12.01,35.67,10.88
Mcdonalds,Babycino,143.5,22.85,4.38,12.27,3.87
Mcdonalds,Hot Chocolate (S),239.42,37.08,7.77,22.03,6.73
Mcdonalds,Hot Chocolate (R),296.81,48.41,8.76,24.59,7.7
Mcdonalds,Hot Chocolate (L),383.29,58.43,12.84,36.67,11.01
Mcdonalds,Premium Dark Hot Chocolate,214.21,33.04,5.96,14.73,6.15
Mcdonalds,Double Dark Hot Chocolate,255.78,41.29,6.32,14.83,6.87
Mcdonalds,English Breakfast (S),9.93,0.28,0.28,2.79,0.56
Mcdonalds,English Breakfast (R),11.75,0.33,0.33,3.3,0.66
Mcdonalds,English Breakfast (L),16.23,0.46,0.46,4.56,0.91
Mcdonalds,Moroccon Mint Green Tea (S),6.25,2.79,0.28,2.79,0.33
Mcdonalds,Moroccon Mint Green Tea (R),7.39,3.3,0.33,3.3,0.4
Mcdonalds,Moroccon Mint Green Tea (L),10.21,4.56,0.46,4.56,0.55
Mcdonalds,Strawberry Green Tea (S),7.03,2.79,0.28,2.79,0.47
Mcdonalds,Strawberry Green Tea (R),8.32,3.3,0.33,3.3,0.56
Mcdonalds,Strawberry Green Tea (L),11.49,4.56,0.46,4.56,0.78
Mcdonalds,Lemon Ice Tea,121.86,30.59,0.17,1.65,0.27
Mcdonalds,Strawberry Ice Tea,94.95,24.17,0.16,1.57,0.24
Mcdonalds,Green Apple Ice Tea,94.94,24.17,0.16,1.57,0.24
Mcdonalds,Iced Coffee,185.34,31.88,4.45,12.13,4.36
Mcdonalds,Cold Coffee Frappe,331.17,45.39,14.73,9.18,4.98
Mcdonalds,Mocha Frappe,397.98,60.93,15.01,9.42,5.49
Mcdonalds,Chocolate Oreo Frappe,481.11,72.51,18.89,9.36,6.03
Mcdonalds,Strawberry Shake,255.51,44.07,7.44,8.39,3.67
Mcdonalds,Chocolate Shake,270.9,46.76,7.7,8.39,4.16
Mcdonalds,Mango Smoothie,231.44,46.25,3.63,9.89,3.21
Mcdonalds,Mixed Berry Smoothie,235.43,47.16,3.59,9.99,3.33
Mcdonalds,Raw Mango Cooler,102.38,25.18,0.04,0.4,0.14
Mcdonalds,Mix Berry Cooler,103.85,25.56,0.04,0.4,0.16
Mcdonalds,Sweet Lime Beverage,128.21,31.72,0.08,0,0.07
Mcdonalds,Iced Americano,150.85,26.01,3.57,9.76,3.59
Mcdonalds,American Mud Pie Shake,398.19,64.75,12.77,10.89,5.67
Mcdonalds,Soft serve cone,85.73,15.23,1.82,4.75,1.99
Mcdonalds,McSwirl ChocoDip,160.14,20.92,7.14,5.71,2.71
Mcdonalds,Regular Soft Serve: Hot Fudge,121.64,19.11,4.02,5.85,2.25
Mcdonalds,Medium Soft Serve: Hot Fudge,197.45,30.42,6.87,8.55,3.49
Mcdonalds,Regular Soft Serve: Strawberry,100.99,19.78,1.77,4.85,1.54
Mcdonalds,Medium Soft Serve: Strawberry,156.14,31.77,2.36,6.55,2.05
Mcdonalds,Regular Soft Serve: Brownie with Hot Fudge,205.26,35.26,5.45,6.04,3.2
Mcdonalds,Medium Soft Serve: Brownie with Hot Fudge,311.39,55.24,7.46,7.78,4.65
Mcdonalds,Regular Blackforest,237.89,43.42,5.47,6.19,3.22
Mcdonalds,Medium Blackforest,429.95,79.04,9.76,9.23,5.42
Mcdonalds,Small McFlurry - Oreo,116.36,18.69,3.7,4.8,2.05
Mcdonalds,Regular McFlurry - Oreo,209.39,33.42,6.81,8,3.58
Mcdonalds,American Triple Cheese Chicken,457.94,37.45,22.65,71.23,24.43
Mcdonalds,American Triple Cheese Veg,524.69,56.24,23.16,48.74,19.54
Mcdonalds,Cheese Lava Burger,671.06,74.25,33.48,33.21,14.99
Mcdonalds,Chicken Cheese Lava Burger,834.36,76.03,45.18,73.11,27.37
Mcdonalds,Chunky Chipotle American Burger Chicken,641.36,46.24,31.51,110.37,39.47
Mcdonalds,McSpicy Premium Chicken Burger,622.25,43.6,34.65,302.61,31.49
Mcdonalds,McSpicy Premium Veg Burger,634.71,46,39.21,43.68,22.44
Mcdonalds,Piri piri Mc Spicy Veg Burger,517.98,58.87,24.53,8.1,11.97
Mcdonalds,Cheesy Veg Nuggets (6pc),252.29,23.6,13.09,20.03,8.48
Mcdonalds,Cheesy Veg Nuggets (9pc),378.43,35.4,19.63,30.05,12.72
Mcdonalds,Small Coca-Cola,109.56,27.39,0,0,0
Mcdonalds,Medium Coca-Cola,151.36,37.84,0,0,0
Mcdonalds,Large Coca-Cola,217.36,54.34,0,0,0
Mcdonalds,Small Fanta Oragne,129.48,32.37,0,0,0
Mcdonalds,Medium Fanta Orange,178.88,44.72,0,0,0
Mcdonalds,Large Fanta Oragne,256.88,64.22,0,0,0
Mcdonalds,Small Thums-up,99.6,24.9,0,0,0
Mcdonalds,Medium Thums-up,137.6,34.4,0,0,0
Mcdonalds,Large Thums-up,197.6,49.4,0,0,0
Mcdonalds,Small Sprite,119.52,29.88,0,0,0
Mcdonalds,Medium Sprite,165.12,41.28,0,0,0
Mcdonalds,Large Sprite,237.12,59.28,0,0,0
Mcdonalds,Coke Float,138.76,29.22,1.75,4.7,1.52
Mcdonalds,Fanta Float,151.56,32.42,1.75,4.7,1.52
Mcdonalds,Sprite Float,145.16,30.82,1.75,4.7,1.52
Mcdonalds,Coke Zero Can,0.99,0,0,0,0
Mcdonalds,Vedica Natural Mineral Water,0,0,0,0,0
Mcdonalds,Mustard diping sauce,81.18,7.24,5.57,0.29,0.52
Mcdonalds,BBQ diping sauce,54.89,12.36,0.49,0.25,0.26
Mcdonalds,Chilli Sauce,8.07,1.99,0.01,0.1,0.03
Mcdonalds,Piri Piri Mix,17.13,2.5,0.36,0.05,0.51
Mcdonalds,Tomato Ketchup Sachets,11.23,2.63,23.45,0.08,0.08
Mcdonalds,Maple Syrup,86.4,21.6,0,0.3,0
Mcdonalds,Cheese Slice,51.03,0.72,3.99,13.43,3.06
Mcdonalds,Sweet Corn,45.08,7.55,1,2,1.47
Mcdonalds,Mixed Fruit Beverage,72.25,18,0.02,0.01,0.65
Kfc,Hot Wings 2 pc,267.1,17.1,16.7,23,12.1
Kfc,Veg Strips 4pc,280.5,32.4,13.6,17,7
Kfc,Hot Wings 4 Pc,534.3,34.2,33.4,46,24.2
Kfc,Popcorn Reg,272,18,15.6,20,15
Kfc,Popcorn Med,374,24.7,21.4,28,20.6
Kfc,Popcorn Lrg,578,38.2,33.1,44,31.8
Kfc,Boneless Strips 3pc,358.6,20.7,18.6,24,27
Kfc,Boneless Strips 6pc,717.2,41.3,37.3,49,54.1
Kfc,Veg Biryani,512.4,74.5,19.3,30,9.7
Kfc,Classic chicken biryani,586.5,56.4,27.4,34,28.4
Kfc,Popcorn Chicken,587.4,69.7,24.4,28,23.4
Kfc,"Smoky Chicken
Biryani",509.5,64,18.4,20,22.4
Kfc,Veg Zinger Burger,623,83.4,25.7,28,14.5
Kfc,"Chicken
Zinger Burger",563.1,57.1,26.6,28,26.6
Kfc,Spicy Zinger,433.2,46.2,15.6,28,26.6
Kfc,Classic Veg Crisper,342.2,54.6,27.6,30,8.9
Kfc,Spicy Veg Crisper,367.5,59,18.9,22,9.2
Kfc,Classic Non Veg Crisper,450.6,52.2,18.6,19,18.7
Kfc,Spicy Non Veg Crisper,393.7,56.8,9.3,12,20.7
Kfc,Tandoori Zinger Burger,999.9,68.5,32.3,33,27.4
Kfc,"Mixed Zinger Doubles( 1 ch Zinger+1 Tandoori
Zinger)",1562.9,62.8,29.5,31,54
Kfc,2 Classic veg Crispers,684.4,54.6,27.6,30,17.7
Kfc,2 Classic Chicken Crisper,787.4,56.8,9.3,12,41.3
Kfc,Double Down burger,588.7,33.8,33.7,40,37.6
Kfc,1 pc,264.7,12.9,16.6,23,15.9
Kfc,2 pc,529.4,25.8,33.2,47,31.9
Kfc,4 pc,1058.8,25.8,33.2,47,63.7
Kfc,6 Pc,1588.2,38.8,49.8,70,95.6
Kfc,8 pc Bucket,2117.5,34.5,44.2,62,127.4
Kfc,5 Pc Fried Leg,1440,42.6,41.3,56,89.3
Kfc,10 Pc Fried Leg,2880,85.1,82.6,112,178.6
Kfc,1 pc,174.9,8,6.4,9,21.3
Kfc,2 pc,349.7,16.1,12.8,18,42.6
Kfc,4 pc,699.4,32.1,25.5,36,85.3
Kfc,5 PC,874.3,20.1,16,22,106.6
Kfc,6 Pc,1049.1,24.1,19.2,27,127.9
Kfc,8 pc Bucket,1398.8,21.4,17,24,170.5
Kfc,"Chick & Share Bucket: Xtra
Large Popcorn",1156,38.2,33.1,44,63.6
Kfc,"Chick & Share Bucket: 5 pc
Hot & Crispy",1323.5,32.3,41.5,58,79.6
Kfc,Chick & Share Bucket: 10 pc Strips,1195.4,34.5,31.1,41,90.1
Kfc,"Dips Bucket (12 Pc + 4
Dips)",1434.5,27.6,24.9,33,108.1
Kfc,Mingles Bucket,1269.4,46.8,35.9,48,62.3
Kfc,"Friendship Bucket DI/TA(3pc HC+3pc HW+3pc Strips +Med
Popcorn)",1022.6,24.4,21.9,15,34.9
Kfc,Big Eight ( 4pc smoky+ 4pc HC),1758.2,27.9,30.6,43,149
Kfc,"Friendship Bucket DL(3pc HC+3pc HW+3pc Strips + Large
Popcorn)",2131.4,41.1,42.2,58,124.8
Kfc,"12 for 350
(12 BS + 4
dips) on Wednesdays",1434.5,27.6,24.9,33,108.1
Kfc,"10 for 550
(10 pc HC)
on Wednesdays",2382.2,38.8,49.8,70,143.3
Kfc,"Triple Treat (4 HC + 4
Smoky + 6 Boneless
Strips)",2475.4,41.7,43.1,59,203
Kfc,"Super Sixes (4 HC, 6 HW,
8 Strips)",2816.5,39.5,41.5,57,172.1
Kfc,"7up Krush
Lime",81.9,4.1,0,0,20.4
Kfc,"Sparkling
Vanilla Blue)",120.9,6,0,0,30.1
Kfc,"(Virgin
Mojito/",120.4,6,0,0,30.1
Kfc,Regular Fries,224.1,27.5,10.4,13,5
Kfc,Medium Fries,298.8,36.7,13.9,18,6.7
Kfc,Large Fries,403.3,49.6,18.8,24,9.1
Kfc,"Pepsi
Regular",141.9,36,0,0,0
Kfc,"Mirinda
Regular",181.5,45.5,0,0,0
Kfc,"7 Up
Regular",155.1,38.6,0,0,0
Kfc,"Dew
Regular",161.7,40.6,0,0,0
Kfc,"Dynamite
Spicy Mayo",77.4,3.4,7,5,0.2
Kfc,"Creamy Veg
Mayo",73.9,2.5,7,5,0.2
Kfc,Tandoori Masala Mayo,73.8,3.5,6.5,5,0.3
Kfc,"Zesty thousand
Island Dip",72.3,3.6,6.3,5,0.3
Kfc,"Nashvillle
Dip",30.2,7.1,0.2,5,0.1
Kfc,"Nashville Sauce Bottle
-225 g",150.8,7.1,0.2,5,1.1
Kfc,"Dynamite Spicy Mayo bottle -200
g",774,3.4,7,5,2
Kfc,Pepsi,129,21.8,0,0,0
Kfc,7Up,138,23.4,0,0,0
Kfc,Mirinda,165,27.6,0,0,0
Kfc,Pepsi Pet,215,36.3,0,0,0
Kfc,Pepsi Black,0,0,0,0,0
Kfc,Red Bull,112.5,22,0,0,0
Dominos,MARGHERITA REGULAR,138.5,20.5,3.2,65.60000000000001,6.8
Dominos,MARGHERITA MEDIUM,184.3,21.3,4.3,91.59,9.1
Dominos,MARGHERITA LARGE,256.4,38,6,228,12.1
Dominos,DOUBLE CHEESE MARGHERITA REGULAR,145.5,22.6,3.2,72.32000000000001,6.5
Dominos,DOUBLE CHEESE MARGHERITA MEDIUM,166.7,25.9,3.1,80.28999999999999,1.5
Dominos,DOUBLE CHEESE MARGHERITA LARGE,279.3,43.4,6.2,269.08,12.5
Dominos,COUNTRY SPECIAL REGULAR,153.2,24,3.3,79.19999999999999,6.8
Dominos,COUNTRY SPECIAL MEDIUM,175.5,21.5,3.8,81.7,7.8
Dominos,COUNTRY SPECIAL LARGE,268.1,42.1,5.8,244.18,11.9
Dominos,FARM HOUSE REGULAR,156.5,24.9,3.4,84.66,6.7
Dominos,FARM HOUSE MEDIUM,184.6,29.3,4,117.2,1.9
Dominos,FARM HOUSE LARGE,253.5,40.3,5.5,221.65,10.8
Dominos,MEXICAN GREEN WAVE REGULAR,144.5,23.1,3,69.30000000000001,6.1
Dominos,MEXICAN GREEN WAVE MEDIUM,181.9,29.1,3.8,110.58,7.7
Dominos,MEXICAN GREEN WAVE LARGE,253.4,40.6,5.3,215.18,10.8
Dominos,SPICY TRIPLE TANGO REGULAR,160.1,25.2,3.3,83.16,1.4
Dominos,SPICY TRIPLE TANGO MEDIUM,175.1,21.6,3.6,77.76,8.1
Dominos,SPICY TRIPLE TANGO LARGE,254.8,40.1,5.3,212.53,11.8
Dominos,PEPPY PANEER REGULAR,168.8,24.8,4.5,111.6,1.2
Dominos,PEPPY PANEER MEDIUM,198.4,29.1,5.3,154.23,8.5
Dominos,PEPPY PANEER LARGE,211.9,40,7.3,292,11.6
Dominos,5 PEPPER REGULAR,190,31.6,3.3,104.28,8.5
Dominos,6 PEPPER MEDIUM,161.5,21.9,2.9,63.50999999999999,7.5
Dominos,7 PEPPER LARGE,225.4,31.5,3.9,122.85,10.1
Dominos,VEGGIE PARADISE REGULAR,156.7,24.5,3.3,80.85,7.2
Dominos,VEGGIE PARADISE MEDIUM,161.7,26.2,3.5,91.7,7.7
Dominos,VEGGIE PARADISE LARGE,210.9,33,4.5,148.5,9.1
Dominos,VEGGIE DELUXE PIZZA REGULAR,169.7,26,4,104,1.5
Dominos,VEGGIE DELUXE PIZZA MEDIUM,175.6,26.9,4.1,110.28999999999998,1.8
Dominos,VEGGIE DELUXE PIZZA LARGE,220.5,33.7,5.2,175.24,9.8
Dominos,VEG EXTRAVAGANZA REGULAR,173.3,29.2,2.4,70.08,8.8
Dominos,VEG EXTRAVAGANZA MEDIUM,184.2,31.1,2.5,77.75,9.3
Dominos,VEG EXTRAVAGANZA LARGE,242.6,40.9,3.3,134.97,12.3
Dominos,CLOUD 9 REGULAR,170.1,23.3,5.2,121.16,7.1
Dominos,CLOUD 10 MEDIUM,231.2,31.6,7,221.2,10.4
Dominos,CLOUD 11 LARGE,274.2,37.5,8.3,311.25,12.4
Dominos,CHEF'S VEG WONDER REGULAR,167.6,26,3.4,88.39999999999999,8.1
Dominos,CHEF'S VEG WONDER MEDIUM,178.9,21.8,3.1,67.58,8.1
Dominos,CHEF'S VEG WONDER LARGE,253.4,39.3,5.2,204.36,12.3
Dominos,CHEESE & BBQ CHICKEN REGULAR,141.8,21.4,2.9,62.059999999999995,7.6
Dominos,CHEESE & BBQ CHICKEN MEDIUM,180.5,21.3,3.6,76.68,9.7
Dominos,CHEESE & BBQ CHICKEN LARGE,224.6,34,4.5,153,12
Dominos,CHICKEN SALAMI SPECIAL REGULAR,116.7,18.3,8.3,151.89,7.1
Dominos,CHICKEN SALAMI SPECIAL MEDIUM,209.2,21.7,9.9,214.83,8.4
Dominos,CHICKEN SALAMI SPECIAL LARGE,283.7,29.4,13.4,393.96,11.4
Dominos,BBQ CHICKEN REGULAR,152.1,23.3,3.3,76.89,7.2
Dominos,BBQ CHICKEN MEDIUM,185.5,28.5,4.1,116.85,8.7
Dominos,BBQ CHICKEN LARGE,255.4,39.2,5.6,219.52,12
Dominos,CHICKEN FIESTA REGULAR,150.1,21,4.3,90.3,6.9
Dominos,CHICKEN FIESTA MEDIUM,211.4,30.4,6.2,188.48,10
Dominos,CHICKEN FIESTA LARGE,227.7,31.9,6.5,207.35,10.5
Dominos,CHICKEN LOVERS REGULAR,145,23.1,2.4,55.440000000000005,7.1
Dominos,CHICKEN LOVERS MEDIUM,172.7,21.5,2.9,62.35,9.1
Dominos,CHICKEN LOVERS LARGE,238,31.9,4,127.6,12.6
Dominos,CHICKEN MEXICANA REGULAR,156.6,22.7,3.8,86.25999999999999,8
Dominos,CHICKEN MEXICANA MEDIUM,197.5,28.6,4.8,137.28,10.1
Dominos,CHICKEN MEXICANA LARGE,241.4,35,5.8,203,12.3
Dominos,CHICKEN GOLDEN DELIGHT REGULAR,170,31.8,1.4,44.52,1.5
Dominos,CHICKEN GOLDEN DELIGHT MEDIUM,185.2,34.7,1.5,52.05,8.2
Dominos,CHICKEN GOLDEN DELIGHT LARGE,225.1,42.1,1.9,79.99,9.9
Dominos,CHEFS CHICKEN CHOICE REGULAR,163.9,23.9,3.1,74.09,8.6
Dominos,CHEFS CHICKEN CHOICE MEDIUM,194.3,28.3,4.4,124.52,10.2
Dominos,CHEFS CHICKEN CHOICE LARGE,254.7,31.1,5.8,180.38,13.4
Dominos,CHICKEN DOMINATOR REGULAR,112.5,21.7,5.5,119.35,9.1
Dominos,CHICKEN DOMINATOR MEDIUM,226.7,28.5,7.2,205.2,12
Dominos,CHICKEN DOMINATOR LARGE,399,48,14.9,715.2,18.3
Dominos,SEVENTH HEAVEN REGULAR,158.4,19.6,4.1,80.36,9.4
Dominos,SEVENTH HEAVEN MEDIUM,224.4,27.8,6.1,169.57999999999998,13.3
Dominos,SEVENTH HEAVEN LARGE,231.9,29.4,7.1,208.74,14.1
Dominos,NON-VEG SUPREME REGULAR,174.5,21.8,3.8,82.84,7.3
Dominos,NON-VEG SUPREME MEDIUM,199.2,31.7,4.3,136.31,8.3
Dominos,NON-VEG SUPREME LARGE,287.9,45.9,6.3,289.16999999999996,12
Dominos,CHEESE & PEPPERONI REGULAR,189,23.1,6.7,154.77,9.2
Dominos,CHEESE & PEPPERONI MEDIUM,210,25.6,7.4,189.44000000000003,10.2
Dominos,CHEESE & PEPPERONI LARGE,272.3,33.2,9.6,318.72,13.2
Dominos,GARLIC BREADSTICKS,340.3,57.6,6.9,397.44000000000005,11.9
Dominos,STUFFED GARLIC BREADSTICKS,540.2,82.4,14.4,1186.5600000000002,20.2
Dominos,PASTA - VEG WHITE,593.2,80,21.4,1712,19.6
Dominos,TACO MEXICANA - VEG,321.2,40.3,15.4,620.62,6.8
Dominos,CALZONE POCKETS - VEG,593.3,91.1,16.3,1484.93,20.6
Dominos,ZINGY PARCEL VEG,620.4,69.5,30.5,2119.75,16.9
Dominos,LAVA CAKE,323.2,48.4,12.1,585.64,5.1
Dominos,CHICKEN WINGS,352.9,24.5,12.6,308.7,35.3
Dominos,CRISPY CHICKEN STRIPS,461.2,51.3,13.9,713.0699999999999,26.7
Dominos,ZINGY PARCEL CHICKEN,667.5,17.3,31.3,541.49,19.2
Dominos,TACO MEXICANA - CHICKEN,322.6,34.2,16.5,564.3000000000001,9.3
Dominos,CALZONE POCKETS - CHICKEN,582.9,101,11.6,1171.6,18.6
